Galaxy Name,m-M,err,distance,Method,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocity
,(mag),(mag),(Mpc),,,,(J2000),(J2000),,,,(km/s)
NGC 1389,30.91,0.1,15.2,SBF,2002ApJ...564..216L,KS,3:37:12,-35:44:46,237.2,-53.9,LXS-*,871
LSBG F358-045,31.61,0.37,21,SBF,2006A&A...458.1013M,,3:37:18,-35:41:55,237.1,-53.9,dE3,1112
FCCB 1147,35.733*,0.112,135,SNIa,2006ApJ...647..501P,"SN 1990Y, z = 0.03903",3:37:23,-33:02:35,232.6,-53.9,E(M32?),11355
LSBG F358-044,32.09,0.37,26.2,SBF,2006A&A...458.1013M,,3:37:34,-35:49:46,237.4,-53.8,dE6,1668
ESO 031- G 018,34.33,...,73.5,Tully-Fisher,2004ApJ...607..241R,B,3:37:43,-72:23:30,287.9,-39.5,SAS5,8156
[LSB 10-8],31.09,0.48,16.5,SBF,2006A&A...458.1013M,,3:38:06,-36:03:01,237.7,-53.7,,-
ESO 358- G 044,31.62,0.26,21.1,SBF,2006AJ....132.1384D,,3:38:14,-37:17:25,239.8,-53.6,E0:,1273
FCC 207,31.02,0.09,16,SBF,2006AJ....132.1384D,,3:38:19,-35:07:45,236.2,-53.7,"dE2, N",1295
FCC 211,31.69,0.33,21.8,SBF,2006A&A...458.1013M,,3:38:22,-35:15:34,236.4,-53.7,d:E2,1979
NGC 1399,31.11,0.09,16.7,PNLF,2002ApJ...577...31C,,3:38:29,-35:27:03,236.7,-53.6,E.1.P,1323
NGC 1395,31.04,0.17,16.1,SBF,1998ApJ...505..111J,K,3:38:30,-23:01:40,216.2,-52.1,E.2,1605
LSBG F358-042,31.89,0.45,23.9,SBF,2006A&A...458.1013M,,3:38:37,-35:50:03,237.4,-53.6,dE0,-
[LSB 9-4],31.31,0.45,18.3,SBF,2006A&A...458.1013M,,3:38:37,-35:55:03,237.5,-53.6,,-
FCC 215,31.43,0.45,19.3,SBF,2006A&A...458.1013M,,3:38:38,-35:45:27,237.2,-53.6,"dE, N?",-
NGC 1411,31.48,0.25,19.8,SBF,2001ApJ...546..681T,I,3:38:45,-44:06:02,251,-52.5,LAR-*,830
LSBG F358-041,30.62,0.4,13.3,SBF,2006A&A...458.1013M,,3:38:45,-35:15:59,236.4,-53.6,dE4,-
NGC 1404,31.1,0.12,16.6,PNLF,2002ApJ...577...31C,,3:38:52,-35:35:40,237,-53.6,E.1,1805
AM 0337-353,31.3,0.18,18.2,SBF,2006AJ....132.1384D,,3:39:13,-35:22:19,236.6,-53.5,DLXS0*,828
"FCC 223, AM 0337-355",30.85,0.33,14.8,SBF,2006A&A...458.1013M,,3:39:20,-35:43:35,237.2,-53.5,DE.0.*,777
NGC 1400,31.6,...,20.9,GCLF,2006MNRAS.366.1230F,,3:39:31,-18:41:17,209.7,-50.6,LA.-,475
FCC 229,32.07,0.45,25.9,SBF,2006A&A...458.1013M,,3:39:55,-35:39:43,237.1,-53.3,dE0,-
NGC 1427A,31.01,0.21,15.9,GCLF,2006A&A...452..141G,,3:40:09,-35:37:28,237,-53.3,IBS9,1902
NGC 1407,31.57,0.1,20.6,GCLF,2006MNRAS.366.1230F,,3:40:12,-18:34:49,209.6,-50.4,E.0,1678
LSBG F358-037,30.77,0.33,14.3,SBF,2006A&A...458.1013M,,3:40:24,-35:16:36,236.4,-53.2,DE.0,1914
FCC 243,31.88,0.22,23.8,SBF,2006AJ....132.1384D,,3:40:27,-36:29:56,238.5,-53.2,"dE1, N",1216
FCC 245,31.33,0.18,18.5,SBF,2006AJ....132.1384D,,3:40:34,-35:01:23,236,-53.2,"dE0, N",2045
NGC 1419,30.49,0.13,12.5,SBF,2002ApJ...564..216L,KS,3:40:42,-37:30:39,240.1,-53.1,E...P*,1398
FCC 252,31.76,0.35,22.5,SBF,2006AJ....132.1384D,,3:40:50,-35:44:54,237.2,-53.1,"dE0, N",1287
FCC 266,31.46,0.33,19.6,SBF,2006AJ....132.1384D,,3:41:41,-35:10:12,236.2,-53,"dE0, N",1430
NGC 1425,31.6,0.05,20.9,Cepheids,2001ApJ...553...47F,"KP, 20, VI",3:42:12,-29:53:36,227.5,-52.6,SAS3,1396
FCC 274,31.22,0.16,17.5,SBF,2006AJ....132.1384D,,3:42:17,-35:32:27,236.8,-52.9,dE0,947
NGC 1427,31.64,0.18,21.3,GCLF,2001AJ....121.2950K,,3:42:19,-35:23:34,236.6,-52.9,E+,1287
LSBG F358-079,31.34,0.14,18.5,SBF,2006AJ....132.1384D,,3:42:26,-36:41:12,238.7,-52.8,E0:,-
NGC 1426,31.28,0.3,18.1,SBF,1998ApJ...505..111J,K,3:42:49,-22:06:30,215.2,-50.9,E.4,1328
ESO 156- G 008,36.74*,0.24,210,SNIa,2006ApJ...645..488W,"SN 1992bk, z = 0.0587",3:42:57,-53:38:04,265,-48.9,E0+S0 P,16924
LSBG F358-027,32.04,0.37,25.6,SBF,2006A&A...458.1013M,,3:43:14,-35:31:08,236.8,-52.7,dE0,-
NGC 1448,31.18*,0.19,17.2,SNIa,2006ApJ...645..488W,"SN 2001el, z = 0.0039",3:44:32,-44:38:41,251.5,-51.4,SA.6*/,1021
NGC 1439,32.13,0.15,26.7,SBF,2001ApJ...546..681T,I,3:44:50,-21:55:14,215.1,-50.4,E.1,1568
ESO 358- G 059,31.6,0.2,20.9,SBF,2001ApJ...546..681T,I,3:45:04,-35:58:21,237.5,-52.3,LX.-,879
[KK98] 035,27.5,...,3.16,TRGB,2003A&A...408..111K,,3:45:13,#REF!,138.2,10.3,Irr,252
IC 0342,27.58,0.18,3.28,Cepheids,2002AJ....124..839S,"20, ri",3:46:49,#REF!,138.2,10.6,SXT6,178
AM 0345-362,31.06,0.1,16.3,SBF,2006AJ....132.1384D,,3:47:08,-36:19:36,238.1,-51.9,DE.2,-
UGC 2855,30.71,0.14,13.9,Sosies,2002A&A...393...57T,,3:48:21,#REF!,137,12.2,SX.5,1357
IC 2051,31.14,0.13,16.9,Sosies,2002A&A...393...57T,,3:52:01,-83:49:51,297.8,-31.4,SBR4*,1555
IC 2006,31.43,0.29,19.3,SBF,2003ApJ...583..712J,I,3:54:29,-35:58:02,237.5,-50.4,RLA.-,1223
UGC 02905,28.83,0.39,5.83,BS,1997AstL...23..656G,,3:57:00,#REF!,174.3,-27.3,I..9*,302
UGCA 86,27.36,...,2.96,TRGB,2006AJ....131.1361K,,3:59:51,#REF!,139.8,10.7,I..9?,209
NGC 1521,34.12,0.38,66.8,SBF,2001MNRAS.327.1004B,,4:08:19,-21:03:07,216.3,-44.9,E.3.*,4066
NGC 1527,31.28,0.22,18,SBF,2001ApJ...546..681T,I,4:08:24,-47:53:49,255.1,-46.7,LXR-*,841
NGC 1533,31.65,0.38,21.4,SBF,2001ApJ...546..681T,I,4:09:52,-56:07:06,266.4,-44.4,LB.-,612
NGC 1543,31.51,0.17,20,SBF,2001ApJ...546..681T,I,4:12:43,-57:44:17,268.4,-43.5,RLBS0,921
NGC 1537,31.83,0.19,23.2,SBF,2001ApJ...546..681T,I,4:13:41,-31:38:44,231.5,-46.1,LX.-P?,1227
NGC 1549,31.47,0.18,19.7,SBF,2001ApJ...546..681T,I,4:15:45,-55:35:32,265.4,-43.8,E.0+,1042
NGC 1553,31.18,0.17,17.2,SBF,2003ApJ...583..712J,I,4:16:11,-55:46:49,265.6,-43.7,LAR0,946
NGC 1559,30.3,...,11.5,Tully-Fisher,LEDA [April 2006],,4:17:36,-62:47:01,274.5,-41.2,SBS6,1115
NGC 1558,33.99,0.07,62.8,Sosies,2002A&A...393...57T,,4:20:16,-45:01:53,250.7,-45.1,PSXR4*,4379
NGC 1574,31.49,0.21,19.9,SBF,2001ApJ...546..681T,I,4:21:59,-56:58:29,266.9,-42.6,LAS-*,749
NGC 1530,31.34,0.42,18.5,Sosies,2002A&A...393...57T,,4:23:27,#REF!,135.2,17.8,SBT3,2613
"Cam A, [KK98] 041",27.97,...,3.93,TRGB,2003A&A...408..111K,,4:25:16,#REF!,137.3,16.2,Irr (LSB),102
NGC 1596,30.92,0.16,15.3,SBF,2001ApJ...546..681T,I,4:27:38,-55:01:40,264.1,-42.3,LA..*/,1329
NGC 1569,26.45,...,1.95,TRGB,2003Ap.....46..144M,,4:30:49,#REF!,143.7,11.2,IB.9,40
UGCA 92,27.39,...,3.01,TRGB,2006AJ....131.1361K,,4:32:05,#REF!,144.7,10.5,I..9?,26
NGC 1560,27.69,...,3.45,TRGB,2003A&A...408..111K,,4:32:49,#REF!,138.4,16,SAS7./,106
UGC 03122,34.23,0.24,70.1,Sosies,2002A&A...393...57T,,4:39:52,#REF!,189.9,-25.1,SXT5,4646
NGC 1637,30.34,0.07,11.7,Cepheids,2003ApJ...594..247L,"18, VI, +Z",4:41:28,-2:51:29,199.6,-30,SXT5,639
IC 0381,32.98,0.46,39.4,Sosies,2002A&A...393...57T,,4:44:29,#REF!,135.8,19,SXT4,2629
UGC 03151,33.75*,0.19,55.4,SNIa,2006ApJ...645..488W,"SN 1995bd, z = 0.0146",4:45:20,#REF!,187.1,-21.7,S,4308
NGC 1653,33.82,0.26,57.9,SBF,2001MNRAS.327.1004B,,4:45:47,-2:23:34,199.7,-28.8,E+..*,4260
"Cam B, [KK98] 044",27.62,...,3.34,TRGB,2003A&A...408..111K,,4:53:07,#REF!,143.4,14.4,Irr,205
NGC 1705,28.54,0.26,5.1,TRGB,2001AJ....122.1271T,,4:54:14,-53:21:40,261.1,-38.7,LA.-P*,489
UGC 03207,34.26,0.12,71.1,Sosies,2002A&A...393...57T,,4:56:10,#REF!,196.8,-24.3,SXT3P*,4478
NGC 1700,33.23,0.16,44.3,SBF,2001ApJ...546..681T,I,4:56:56,-4:51:57,203.7,-27.6,E.4,3822
NGC 1723,32.58,0.56,32.8,Sosies,2002A&A...393...57T,,4:59:26,-10:58:51,210.2,-29.8,SBR1P,3630
LSBG F119-024,36.33*,0.22,177,SNIa,2006ApJ...645..488W,"SN 1992bh, z = 0.045",4:59:27,-58:49:46,267.9,-37.3,Sbc,12998
NGC 1797,34.46,0.54,78,Sosies,2002A&A...393...57T,,5:07:45,-8:01:09,208.2,-26.7,PSBT1P,4332
NGC 1832,30.76,0.41,14.2,Sosies,2002A&A...393...57T,,5:12:03,-15:41:16,216.6,-28.9,SBR4,1808
UGCA 105,27.49,0.22,3.15,TRGB,2002A&A...389..812K,,5:14:15,#REF!,148.5,13.7,I..9?,223
UGC 03296,34.21,0.28,69.5,Sosies,2002A&A...393...57T,,5:21:22,#REF!,197.7,-17.5,S..2,4189
NGC 1888,33.06,0.14,40.9,Sosies,2002A&A...393...57T,,5:22:35,-11:29:58,213.5,-24.9,SBS5P,2308
"ESO 362- G 021, PKS B0521-365",37.03,...,241,BL LAC M,2005ApJ...635..173S,,5:22:58,-36:27:31,240.6,-32.7,"N gal, BLLAC",16412
LMC,18.5,0.13,0.05,Cepheids,2000ApJS..128..431F,,5:23:34,-1:09:45,280.5,-32.9,SBS9,119
UGC 03303,29.27,0.2,7.14,BS,1998A&AS..133..181M,,5:25:00,#REF!,198.6,-16.9,I..9?,441
NGC 1924,32.5,0.27,31.6,Sosies,2002A&A...393...57T,,5:28:02,-5:18:39,208.1,-21,SBR4,2426
NGC 1964,31.79,0.04,22.8,Sosies,2002A&A...393...57T,,5:33:22,-21:56:45,225.3,-26.5,SXS3,1507
UGC 03329,34.268*,0.07,70.2,SNIa,2006ApJ...647..501P,"SN 1999ek, z = 0.01752",5:36:33,#REF!,189.4,-8.2,S..4,5206
NGC 2082,30.73,...,14,SNII opt,1996ApJ...466..911E,SN 1992ba,5:41:51,-64:18:04,273.8,-31.8,SBR3,1041
Orion Dwarf,29.05,...,6.4,BS,1996A&A...315..348K,,5:45:02,#REF!,200.6,-12.3,SBd:,275
CGCG 307-023,36.55*,0.28,195,SNIa,2006ApJ...645..488W,"SN 1993ac, z = 0.049",5:46:25,#REF!,149.7,17.2,E,14436
IC 2143,32.96,0.06,39.1,Sosies,2002A&A...393...57T,,5:46:53,-18:43:35,223.3,-22.4,SBT3?,2978
NGC 2090,30.29,0.04,11.4,Cepheids,2001ApJ...553...47F,"KP, 30, VI",5:47:02,-34:15:02,239.5,-27.4,SAT5,746
"[HB89] 0548-322, LEDA 088451",37.52,...,299,BL LAC M,2005ApJ...635..173S,,5:50:41,-32:16:18,237.6,-26.1,BLLAC,20517
[KM96] 055451+072840,28.7,...,5.5,BS,1996A&A...315..348K,,5:57:34,#REF!,200,-8.4,Im,340
kkh 034,28.32,...,4.61,TRGB,2003A&A...398..479K,,5:59:40,#REF!,140.4,22.3,Ir,243
ESO 254- G 022,34.44,0.35,77.3,Tully-Fisher,2005Ap&SS.299..387R,"B, TD-Tully-Fisher",6:07:45,-47:24:59,254.9,-26.7,SAT5,12195
UGC 3422,34.13,0.39,67,Sosies,2002A&A...393...57T,,6:15:08,#REF!,143.2,22.7,SXT3,4183
"ESO 121- G 020, [KK2000] 19",28.91,...,6.05,TRGB,2006AJ....131.1361K,,6:15:54,-57:43:32,266.5,-27.3,Im pec,366
UGC 03420,34.52,0.42,80.2,Sosies,2002A&A...393...57T,,6:16:01,#REF!,138.2,24.1,S..3,5238
UGC 03432,33.897*,0.036,59.2,SNIa,2006ApJ...647..501P,"SN 1996bv, z = 0.01667",6:16:14,#REF!,157.3,18,S..6*,5077
NGC 2146,32.21,0.4,27.7,Sosies,2002A&A...393...57T,,6:18:38,#REF!,135.7,24.9,SBS2P,1035
UGCA 127,30.67,0.16,13.6,Sosies,2002A&A...393...57T,,6:20:56,-8:29:44,217.1,-10.6,S..6?,588
MCG -03-17-002,32.22,0.51,27.8,Sosies,2002A&A...393...57T,,6:21:06,-20:02:54,227.9,-15.5,SBS1P,1807
ESO 121- G 026,32.82,0.17,36.6,Sosies,2002A&A...393...57T,,6:21:39,-59:44:24,268.9,-26.9,SBT4,2054
UGC 03459,33.43,0.2,48.5,Sosies,2002A&A...393...57T,,6:24:00,#REF!,205.6,-3.9,S..6?,2765
ESO 489 -G 056,28.49,...,4.99,TRGB,2003A&A...398..479K,,6:26:17,-26:15:56,234.3,-16.8,dw Irr?,305
UGC 03476,29.23,0.2,7.01,BS,1998A&AS..133..181M,,6:30:29,#REF!,180.8,10.5,I..9*,458
ESO 490- G 017,28.13,0.23,4.23,TRGB,2003A&A...398..479K,,6:37:57,-26:00:03,235.1,-14.3,IXS9?,307
Carina Dwarf,20.06,0.12,0.103,Cepheids,1998AJ....115.1856M,"20, V, dw Cepehid",6:41:37,-50:57:58,260.1,-22.2,DE.3,13
NGC 2271,32.51,0.28,31.8,SBF,2001ApJ...546..681T,I,6:42:53,-23:28:34,233.2,-12.2,LX.-,2408
UGC 03524,33.44,0.14,48.8,Sosies,2002A&A...393...57T,,6:44:01,#REF!,201,4,S?,3906
MCG-05-16-21,33.05*,0.19,40.4,SNIa,2006ApJ...645..488W,"SN 2004S, z = 0.00937",6:45:47,-31:13:49,240.8,-14.8,Sc,2603
NGC 2293,31.16,0.41,17.1,SBF,2001ApJ...546..681T,I,6:47:43,-26:45:16,236.7,-12.6,LXS+P,1782
kkh 037,27.65,...,3.39,TRGB,2006AJ....131.1361K,,6:47:46,#REF!,134,26.5,S/Irr,2
NGC 2258,33.56,0.15,51.5,SBF,2001ApJ...559..584A,I,6:47:46,#REF!,140.2,25.8,LAR0,4132
NGC 2273,32.5,0.39,31.6,Sosies,2002A&A...393...57T,,6:50:09,#REF!,155,23.3,SBR1*,1926
UGC 03576,34.752*,0.048,87.5,SNIa,2006ApJ...647..501P,"SN 1998ec, z = 0.01990",6:53:07,#REF!,166.3,20.7,SBS3,5994
UGC 03600,29.3,0.2,7.2,BS,1998A&AS..133..181M,,6:55:40,#REF!,177.4,17.5,I..9*,402
HIZSS 003,26.12,0.14,1.69,TRGB,2005ApJ...623..148S,K,7:00:29,-4:12:30,217.7,0.1,,151
UGC 03630,32.1,0.09,26.3,Sosies,2002A&A...393...57T,,7:01:03,#REF!,212.3,3,SXR3?,1643
NGC 2325,32.04,0.16,25.6,SBF,2001ApJ...546..681T,I,7:02:41,-28:41:51,240,-10.4,E.4,1956
Argo Dwarf,28.45,...,4.9,TRGB,2003A&A...398..479K,,7:05:19,-58:31:13,269,-21.1,SBS9,344
NGC 2320,34.47*,0.038,76.8,SNIa,2006ApJ...647..501P,"SN 2000B, z = 0.01983",7:05:42,#REF!,166.4,22.8,E,5770
UGC 03691,32.45,0.13,30.9,Sosies,2002A&A...393...57T,,7:08:01,#REF!,201.1,10.5,SA.6,2113
NGC 2339,32.46,0.23,31,Sosies,2002A&A...393...57T,,7:08:21,#REF!,197.8,12.1,SXT4,2131
UGC 03698,29.3,0.2,7.2,BS,1998A&AS..133..181M,,7:09:19,#REF!,173,21.6,I..9*,447
ESO 491- G 020,33.53,0.37,50.8,Sosies,2002A&A...393...57T,,7:09:48,-27:34:15,239.6,-8.5,SBT3*P,2752
NGC 2337,29.48,0.2,7.87,BS,1998A&AS..133..181M,,7:10:14,#REF!,172.9,21.8,IB.9,455
EXO 0706.1+5913,38.88,...,531,BL LAC M,2005ApJ...635..173S,,7:10:30,#REF!,157.4,25.4,BLLAC,35150
UGC 03755,28.49,0.07,4.98,TRGB,2002AJ....124..213M,,7:13:52,#REF!,206,9.7,I..9,216
NGC 2268,32.53,0.14,32.1,SNIa,2005ApJ...624..532R,SN 1982B,7:14:17,#REF!,129.2,27.5,SXR4,2380
UGC 03770,34.81*,0.25,89.7,SNIa,2006ApJ...645..488W,"SN 2000fa, z = 0.02127",7:15:30,#REF!,194.2,15.5,I..9,6317
NGC 2365,33.06,0.11,40.9,Sosies,2002A&A...393...57T,,7:22:23,#REF!,196.1,16.4,SX.1,2210
UGC 3817,29.66,0.2,8.55,BS,1998A&AS..133..181M,,7:22:45,#REF!,172.9,24.1,I..9*,459
NGC 2380,32.05,0.35,25.7,SBF,2001ApJ...546..681T,I,7:23:55,-27:31:45,241,-5.7,LX.0*,1575
UGC 03845,33.27*,0.26,44.6,SNIa,2006ApJ...645..488W,"SN 1997do, z = 0.01012",7:26:43,#REF!,171,25.3,SBS4,3060
MCG -01-19-002,33.9,0.49,60.3,Sosies,2002A&A...393...57T,,7:26:54,-7:32:51,223.7,4.4,S,2324
"DDO 043, UGC 03860",29.46,...,7.81,TRGB,2004AJ....127.2031K,,7:28:17,#REF!,177.8,23.9,I..9,356
"NGC 2366, DDO 042",27.68,0.2,3.44,Cepheids,1995AJ....110.1640T,"6, r",7:28:55,#REF!,146.4,28.5,IBS9,209
[Canis Major],13.9,...,0.006,RR Lyrae,2006RMxAC..25...18M,6 RR Lyrae,7:29:00,-30:18:00,244,-6,,-
NGC 2389,34.01,0.29,63.4,Sosies,2002A&A...393...57T,,7:29:05,#REF!,185,22,SXT5,3931
UGC 03876,32.56,0.49,32.5,Sosies,2002A&A...393...57T,,7:29:18,#REF!,191,20,SAS7,812
IC 0467,31.97,0.23,24.8,Sosies,2002A&A...393...57T,,7:30:18,#REF!,134.3,28.4,SXS5*,2187
ESO 059- G 001,28.3,...,4.57,TRGB,2006AJ....131.1361K,,7:31:18,-68:11:17,279.8,-21.5,IBS9,316
ESO 208- G 021,30.66,0.2,13.6,SBF,2001ApJ...546..681T,I,7:33:56,-50:26:35,262.7,-14.3,LX.-,812
DDO 044,27.39,...,3.01,TRGB,2006PASP..118..580A,,7:34:11,#REF!,149.1,29,I..9*,-
NGC 2434,31.67,0.29,21.6,SBF,2001ApJ...546..681T,I,7:34:51,-69:17:03,281,-21.5,E.0+,1178
NGC 2410,34.05,0.4,64.6,Sosies,2002A&A...393...57T,,7:35:02,#REF!,186.5,22.9,SB.3?,4647
NGC 2403,27.3,...,2.88,Cepheids,1991MNRAS.250..438M,BV,7:36:51,#REF!,150.6,29.2,SXS6,226
CGMW 2-1040,34.46,0.46,78,Sosies,2002A&A...393...57T,,7:38:00,-16:58:45,233.3,2.2,S,2968
"DDO 046, UGC 03966",29.18,0.39,6.85,BS,1997AstL...23..656G,,7:41:26,#REF!,179.2,26.2,I..9,359
ZOAG245.14-3.56,32.19,0.23,27.4,Sosies,2002A&A...393...57T,,7:41:28,-30:06:44,245.1,-3.6,S,1894
"DDO 047, UGC 03974",28.57,0.25,5.18,TRGB,2003A&A...398..479K,,7:41:55,#REF!,203.1,18.5,IBS9,179
[MH92d] 074119.0-622406,35.893*,0.057,146,SNIa,2006ApJ...647..501P,"SN 1992bg, z = 0.036",7:41:57,-62:31:10,274.6,-18.3,Sa,10377
[KK98] 065,28.27,...,4.51,TRGB,2003A&A...398..479K,,7:42:31,#REF!,203.4,18.6,dw Irr,186
NGC 2441,32.929*,0.045,38.1,SNIa,2006ApJ...647..501P,"SN 1995E, z = 0.01158",7:51:55,#ERROR!,142,30.3,SXR3*,3600
CGCG 236-015 NED01,36.67,0.16,206,SNIa,2004ApJ...607..665R,"SN 1994C, z = 0.05024",7:56:40,#REF!,174.6,29.9,,14699
NGC 2460,33.02,0.35,40.2,Sosies,2002A&A...393...57T,,7:56:52,#REF!,156.7,31.4,SAS1,1525
UGC 04115,28.7,0.23,5.49,TRGB,2003A&A...398..479K,,7:57:02,#REF!,207,20.9,IA.9,235
UGC 04195,34.170*,0.037,67.1,SNIa,2006ApJ...647..501P,"SN 2000ce, z = 0.01631",8:05:07,#REF!,149.1,32,SBR3,4986
NGC 2537,29.19,...,6.88,BS,1999AstL...25..322S,,8:13:15,#REF!,173.8,33,SBS9P,464
IC 2233,30.09,0.08,10.4,TRGB,2006astro.ph..3457T,,8:13:59,#REF!,174.1,33.1,SBS7*/,577
NGC 2541,30.25,0.05,11.2,Cepheids,2001ApJ...553...47F,"KP +Z, 29, VI",8:14:40,#REF!,170.2,33.5,SAS6,586
NGC 2523,32.92,0.28,38.4,Sosies,2002A&A...393...57T,,8:15:00,#REF!,141,31.8,SBR4,3537
NGC 2559,31.09,0.25,16.5,Sosies,2002A&A...393...57T,,8:17:06,-27:27:21,247,4.5,SBS4P*,1344
IC 2311,31.84,0.2,23.3,SBF,2001ApJ...546..681T,I,8:18:46,-25:22:11,245.4,6,E.0.*,1631
NGC 2549,30.51,0.28,12.6,SBF,2001ApJ...546..681T,I,8:18:58,#REF!,159.7,34.2,LAR0./,1133
"DDO 050, UGC 04305",27.42,...,3.05,Cepheids,1998AJ....115..573H,7,8:19:05,#REF!,144.3,32.7,I..9,269
[P94a] 081751.35+155320.5,38.50*,0.17,460,SNIa,2004ApJ...607..665R,"SN 1994B, z = 0.089",8:20:41,#REF!,208.1,26.7,,25397
KDG 052,27.75,0.16,3.55,TRGB,2002A&A...383..125K,I,8:23:56,#REF!,143.8,33,I?,227
IC 2367,31.99,0.33,25,Sosies,2002A&A...393...57T,,8:24:10,-18:46:32,240.6,10.7,SBR3,2246
NGC 2592,32.05,0.43,25.7,SBF,2001ApJ...546..681T,I,8:27:08,#REF!,197.7,31.6,E,1925
NGC 2595,34.20*,0.19,68.2,SNIa,2006ApJ...645..488W,"SN 1999aa, z = 0.01444",8:27:42,#REF!,202.7,30.3,SXT5,4250
"DDO 052, UGC 04426",30.06,...,10.3,TRGB,2006AJ....131.1361K,,8:28:28,#REF!,179.1,35.2,I..9*,393
DDO 053,27.76,0.15,3.56,TRGB,2002A&A...383..125K,I,8:34:07,#REF!,149.3,34.9,I..9,114
UGC 04483,27.53,0.12,3.2,TRGB,2001MNRAS.324..249D,,8:37:03,#REF!,145,34.4,,108
NGC 2619,33.69,0.16,54.7,Sosies,2002A&A...393...57T,,8:37:33,#REF!,195.3,34.6,S..4,3420
NGC 2623,34.451*,0.074,76.3,SNIa,2006ApJ...647..501P,"SN 1999gd, z = 0.01846",8:38:24,#REF!,198.8,34,P,5464
NGC 2634,32.62,0.68,33.4,SBF,2001ApJ...546..681T,I,8:48:25,#REF!,139.8,33.9,E.1.*,2390
[Ursa Major],17.5,0.3,0.03,CMD,2006astro.ph..6633Z,CMD,8:51:30,#REF!,152.5,37.4,,-
UGC 04640,33.65,0.14,53.7,Sosies,2002A&A...393...57T,,8:51:44,-2:08:03,229.8,25.4,SXT5*,3154
NGC 2683,29.44,0.36,7.73,SBF,2001ApJ...546..681T,I,8:52:41,#REF!,190.5,38.8,SAT3,370
NGC 2681,31.18,0.34,17.2,SBF,2001ApJ...546..681T,I,8:53:33,#REF!,167.3,39.7,PSXT0,725
NGC 2695,32.55,0.4,32.3,SBF,2001ApJ...546..681T,I,8:54:27,-3:04:01,231,25.5,LXS0?,1660
CGCG 180-022,35.256*,0.062,110,SNIa,2006ApJ...647..501P,"SN 1999X, z = 0.02517",8:54:32,#REF!,186.6,39.6,,7497
NGC 2699,32.15,0.27,26.9,SBF,2001ApJ...546..681T,I,8:55:49,-3:07:39,231.3,25.7,E...*,1660
NGC 2708,33.32,0.15,46.1,Sosies,2002A&A...393...57T,,8:56:08,-3:21:36,231.6,25.7,SXS3P?,1843
NGC 2706,33.61,0.23,52.7,Sosies,2002A&A...393...57T,,8:56:12,-2:33:48,230.8,26.1,S..4?/,1468
LSBC D564-08,29.69,...,8.67,TRGB,2006AJ....131.1361K,,9:02:54,#REF!,207.6,37.6,dI,401
NGC 2772,34.51,0.25,79.8,Sosies,2002A&A...393...57T,,9:07:42,-23:37:17,250.8,15.9,S.3*P/,3214
NGC 2715,31.97,0.08,24.8,Sosies,2002A&A...393...57T,,9:08:06,#REF!,134.7,33.3,SXT5,1456
LSBC D634-03,29.9,...,9.46,TRGB,2006AJ....131.1361K,,9:08:54,#REF!,214.7,36.9,dI,211
NGC 2756,33.59,0.47,52.2,Sosies,2002A&A...393...57T,,9:09:00,#REF!,163.6,41.7,S..3,4066
NGC 2768,31.57,0.22,20.6,GCLF,2001AJ....122.1251K,,9:11:38,#REF!,155.5,40.6,E.6.*,1406
NGC 2784,29.96,0.25,9.8,SBF,2001ApJ...546..681T,I,9:12:20,-24:10:21,252,16.4,LAS0*,478
NGC 2778,31.8,0.3,22.9,SBF,2001ApJ...546..681T,I,9:12:24,#REF!,189.1,43,E,1991
ESO 091- G 003,31.59,0.14,20.8,Sosies,2002A&A...393...57T,,9:13:32,-63:37:35,281.4,-10.3,SAT2,1683
ESO 126- G 003,33.61,0.32,52.7,Sosies,2002A&A...393...57T,,9:14:39,-60:26:03,279.1,-8,SBS4,2697
IC 0530,34.64,0.43,84.7,Sosies,2002A&A...393...57T,,9:15:17,#REF!,218.6,37.3,S..2,4852
NGC 2835,29.67,...,8.6,Tully-Fisher,2003astro.ph.10284R,I,9:17:53,-22:21:17,251.4,18.5,SBT5,679
NGC 2787,29.37,0.36,7.48,SBF,2001ApJ...546..681T,I,9:19:19,#REF!,144,38,LBR+,797
LSBC D565-06,29.79,...,9.08,TRGB,2006AJ....131.1361K,,9:19:30,#REF!,207.4,41.8,dI,410
LSBC F565-V01,29.5,0.2,7.9,BS,1998A&AS..133..181M,,9:19:30,#REF!,207.4,41.8,dI,410
NGC 2841,30.58,0.06,13.1,Cepheids,2001ApJ...559..243M,"18, VI",9:22:03,#REF!,166.9,44.2,SAR3*,674
ESO 126- G 010,32.94,0.12,38.7,Sosies,2002A&A...393...57T,,9:22:25,-61:02:58,280.2,-7.8,SBR3*,1922
NGC 2865,32.89,0.2,37.8,SBF,2001ApJ...546..681T,I,9:23:30,-23:09:41,253,18.9,E.3+,2401
UGC 04998,29.58,...,8.24,TRGB,2006PASP..118..580A,,9:25:11,#REF!,144.7,38.9,I..9*,735
NGC 2915,27.89,0.26,3.78,TRGB,2003A&A...398..479K,,9:26:12,-76:37:35,292,-18.4,I.0,257
NGC 2880,31.7,0.21,21.9,SBF,2001ApJ...546..681T,I,9:29:35,#REF!,151.5,41.8,LB.-,1633
